"caseid","v212","v301","v302","v191","v133","v102","v104","v005","v000","v007","v001","v002","v025","v525","v717","v613","v012","SurveyId"
"    35931121  1",20,3,3,103324,9,1,95,1813302,"CO7",2015,3593,1121,1,18,9,1,43,"CO2015DHS"
"    35931122  2",18,3,3,77107,7,1,95,1667931,"CO7",2015,3593,1122,1,13,3,2,47,"CO2015DHS"
"    35931223  3",NA,3,0,108495,13,1,95,1435034,"CO7",2015,3593,1223,1,0,9,0,19,"CO2015DHS"
"    35940917  3",NA,3,3,82947,13,1,95,990093,"CO7",2015,3594,917,1,15,7,2,24,"CO2015DHS"
"    35940919  2",19,3,3,84377,13,1,31,967752,"CO7",2015,3594,919,1,15,2,2,31,"CO2015DHS"
"    35940920  3",NA,3,3,99042,16,1,95,967752,"CO7",2015,3594,920,1,26,1,1,31,"CO2015DHS"
"    35941225  2",22,3,3,66537,5,1,95,1057759,"CO7",2015,3594,1225,1,22,3,4,43,"CO2015DHS"
"    35941225  4",NA,3,0,66537,6,1,95,1008276,"CO7",2015,3594,1225,1,0,0,1,13,"CO2015DHS"
"    35951320  1",22,3,3,91047,5,1,15,1092351,"CO7",2015,3595,1320,1,21,3,2,37,"CO2015DHS"
"    35951320  3",NA,3,0,91047,8,1,95,1082751,"CO7",2015,3595,1320,1,0,3,3,14,"CO2015DHS"
"    35951422  3",27,3,3,88967,14,1,95,1135889,"CO7",2015,3595,1422,1,22,2,3,42,"CO2015DHS"
"    35951422  4",NA,3,0,88967,13,1,95,1135889,"CO7",2015,3595,1422,1,20,3,1,40,"CO2015DHS"
"    35951422  5",NA,3,0,88967,9,1,95,898935,"CO7",2015,3595,1422,1,0,0,2,15,"CO2015DHS"
"    35951422  6",NA,3,0,88967,9,1,95,1082751,"CO7",2015,3595,1422,1,0,0,2,14,"CO2015DHS"
"    35951523  4",16,3,3,88448,12,1,95,1092351,"CO7",2015,3595,1523,1,15,3,1,35,"CO2015DHS"
"    35951524  2",NA,3,3,71824,13,1,95,1232279,"CO7",2015,3595,1524,1,18,3,2,29,"CO2015DHS"
"    35960713  1",16,3,3,6563,5,1,95,700925,"CO7",2015,3596,713,1,14,7,2,38,"CO2015DHS"
"    35960713  2",NA,3,3,6563,11,1,95,682236,"CO7",2015,3596,713,1,15,3,3,21,"CO2015DHS"
"    35960713  4",NA,3,0,6563,4,1,95,694765,"CO7",2015,3596,713,1,0,0,2,13,"CO2015DHS"
"    35960816  2",21,3,3,64160,12,1,95,700925,"CO7",2015,3596,816,1,17,3,3,35,"CO2015DHS"
"    35960816  3",NA,3,0,64160,10,1,95,694765,"CO7",2015,3596,816,1,0,0,2,14,"CO2015DHS"
"    35960917  1",17,3,3,53891,9,1,95,728862,"CO7",2015,3596,917,1,16,7,1,42,"CO2015DHS"
"    35960917  4",19,3,3,53891,7,1,95,682236,"CO7",2015,3596,917,1,16,9,2,22,"CO2015DHS"
"    35960918  3",15,3,3,76676,11,1,95,682236,"CO7",2015,3596,918,1,14,7,2,20,"CO2015DHS"
"    35970812  2",18,3,3,24075,11,1,2,1483956,"CO7",2015,3597,812,1,14,9,1,18,"CO2015DHS"
"    35970914  3",NA,3,3,83419,8,1,0,1787398,"CO7",2015,3597,914,1,0,0,1,14,"CO2015DHS"
"    35971015  2",19,3,3,114298,5,1,95,1875119,"CO7",2015,3597,1015,1,18,3,2,43,"CO2015DHS"
"    35971016  2",19,3,3,112326,12,1,95,2034238,"CO7",2015,3597,1016,1,17,1,0,29,"CO2015DHS"
"    35971017  2",22,3,3,87596,8,1,95,1875119,"CO7",2015,3597,1017,1,18,8,3,42,"CO2015DHS"
"    35971018  2",16,3,3,85973,7,1,32,1724793,"CO7",2015,3597,1018,1,14,3,3,46,"CO2015DHS"
"    35979060  1",28,3,3,84371,11,1,95,1724793,"CO7",2015,3597,9060,1,20,2,2,47,"CO2015DHS"
"    35982020  2",32,3,3,119420,12,1,20,6467887,"CO7",2015,3598,2020,1,23,3,2,44,"CO2015DHS"
"    35990920  2",21,3,3,115146,14,1,95,11161401,"CO7",2015,3599,920,1,14,2,1,35,"CO2015DHS"
"    35990920  3",NA,3,3,115146,13,1,95,10863791,"CO7",2015,3599,920,1,15,0,2,20,"CO2015DHS"
"    36001019  2",21,3,3,130040,14,1,2,1852525,"CO7",2015,3600,1019,1,17,3,1,25,"CO2015DHS"
"    36010113  2",26,3,3,117483,13,1,0,2491021,"CO7",2015,3601,113,1,18,1,1,49,"CO2015DHS"
"    36010116  2",NA,3,3,118137,12,1,95,2477687,"CO7",2015,3601,116,1,19,2,1,34,"CO2015DHS"
"    36010121  2",NA,3,3,123144,12,1,2,2534885,"CO7",2015,3601,121,1,15,0,4,20,"CO2015DHS"
"    36010122  1",18,3,3,115983,16,1,95,2604327,"CO7",2015,3601,122,1,16,1,2,37,"CO2015DHS"
"    36010122  3",NA,3,2,115983,12,1,95,2143194,"CO7",2015,3601,122,1,0,0,0,18,"CO2015DHS"
"    36020815  1",NA,3,3,77155,16,1,1,4366309,"CO7",2015,3602,815,1,18,1,2,23,"CO2015DHS"
"    36020816  2",NA,3,3,84133,16,1,95,5060557,"CO7",2015,3602,816,1,15,1,0,29,"CO2015DHS"
"    36020821  1",NA,3,3,67385,12,1,2,3691626,"CO7",2015,3602,821,1,16,0,2,19,"CO2015DHS"
"    36020823  1",NA,3,3,99976,16,1,95,4366309,"CO7",2015,3602,823,1,15,1,2,24,"CO2015DHS"
"    36031717  2",36,3,3,108187,16,1,8,12712284,"CO7",2015,3603,1717,1,19,1,3,41,"CO2015DHS"
"    36041223  3",NA,3,3,73915,15,1,95,14294462,"CO7",2015,3604,1223,1,16,0,2,22,"CO2015DHS"
"    36050210  1",NA,3,3,121085,16,1,5,4851454,"CO7",2015,3605,210,1,17,1,1,23,"CO2015DHS"
"    36050215  2",33,3,3,130752,16,1,95,4984358,"CO7",2015,3605,215,1,20,1,2,35,"CO2015DHS"
"    36050218  1",31,3,3,125837,13,1,95,4767504,"CO7",2015,3605,218,1,24,1,2,49,"CO2015DHS"
"    36050219  2",24,3,3,130118,16,1,95,4984358,"CO7",2015,3605,219,1,17,1,2,35,"CO2015DHS"
"    36050221  5",NA,3,3,110846,11,1,95,4101806,"CO7",2015,3605,221,1,16,0,2,17,"CO2015DHS"
"    36060116  4",NA,3,3,127856,12,1,95,4929061,"CO7",2015,3606,116,1,17,7,3,19,"CO2015DHS"
"    36060119  2",20,3,3,101597,11,1,23,5729017,"CO7",2015,3606,119,1,19,0,1,49,"CO2015DHS"
"    36060121  2",NA,3,3,123971,12,1,31,5729017,"CO7",2015,3606,121,1,22,1,1,49,"CO2015DHS"
"    36071616  1",31,3,3,133156,16,1,95,3956681,"CO7",2015,3607,1616,1,20,3,2,40,"CO2015DHS"
"    36071717  2",23,3,3,132946,13,1,95,3639478,"CO7",2015,3607,1717,1,21,1,2,46,"CO2015DHS"
"    36071717  3",NA,3,3,132946,15,1,95,3703565,"CO7",2015,3607,1717,1,14,1,1,22,"CO2015DHS"
"    36071717  4",NA,3,0,132946,8,1,95,3131290,"CO7",2015,3607,1717,1,0,0,4,15,"CO2015DHS"
"    36080713  1",16,3,3,93066,5,1,8,2159888,"CO7",2015,3608,713,1,96,3,2,35,"CO2015DHS"
"    36080815  2",19,3,3,79016,11,1,0,2054860,"CO7",2015,3608,815,1,15,0,2,31,"CO2015DHS"
"    36080815  4",NA,3,0,79016,12,1,1,1777449,"CO7",2015,3608,815,1,0,0,1,18,"CO2015DHS"
"    36080816  2",20,3,0,99379,14,1,15,2054860,"CO7",2015,3608,816,1,16,1,3,34,"CO2015DHS"
"    36080816  3",NA,3,0,99379,6,1,12,2140905,"CO7",2015,3608,816,1,0,0,0,13,"CO2015DHS"
"    36080917  1",15,3,3,74905,5,1,95,2065918,"CO7",2015,3608,917,1,14,7,2,49,"CO2015DHS"
"    36080918  3",24,3,3,106669,13,1,95,2054860,"CO7",2015,3608,918,1,19,3,2,34,"CO2015DHS"
"    36081019  3",NA,3,0,71560,11,1,2,2102297,"CO7",2015,3608,1019,1,0,3,2,21,"CO2015DHS"
"    36081122  3",NA,3,3,84413,14,1,16,2102297,"CO7",2015,3608,1122,1,16,1,1,24,"CO2015DHS"
"    36081224  2",20,3,3,64732,5,1,24,2065918,"CO7",2015,3608,1224,1,17,9,0,45,"CO2015DHS"
"    36091117  3",NA,3,0,18885,16,1,95,1199535,"CO7",2015,3609,1117,1,0,1,1,23,"CO2015DHS"
"    36091218  1",20,3,3,101318,14,1,95,1172469,"CO7",2015,3609,1218,1,18,1,2,34,"CO2015DHS"
"    36091218  3",NA,3,0,101318,7,1,95,1221565,"CO7",2015,3609,1218,1,0,0,0,13,"CO2015DHS"
"    36091219  4",17,3,3,85891,11,1,3,1199535,"CO7",2015,3609,1219,1,14,0,3,20,"CO2015DHS"
"    36091219  7",18,3,3,85891,11,1,0,1014183,"CO7",2015,3609,1219,1,15,0,3,18,"CO2015DHS"
"    36091421  1",21,3,3,37368,5,1,95,1178778,"CO7",2015,3609,1421,1,19,7,1,45,"CO2015DHS"
"    36091524  2",21,3,3,58249,11,1,95,1390263,"CO7",2015,3609,1524,1,17,3,2,25,"CO2015DHS"
"    36091626  2",NA,3,0,102274,12,1,15,1014183,"CO7",2015,3609,1626,1,0,7,1,19,"CO2015DHS"
"    36091727  1",14,3,3,77577,6,1,1,1014183,"CO7",2015,3609,1727,1,12,7,2,17,"CO2015DHS"
"    36091728  2",19,3,3,106489,11,1,95,1232396,"CO7",2015,3609,1728,1,17,7,1,38,"CO2015DHS"
"    36091728  3",NA,3,0,106489,12,1,95,1014183,"CO7",2015,3609,1728,1,0,3,1,18,"CO2015DHS"
"    36099012  1",NA,3,3,36101,14,1,95,1390263,"CO7",2015,3609,9012,1,18,7,96,26,"CO2015DHS"
"    36101014  2",33,3,3,107378,15,1,95,9718164,"CO7",2015,3610,1014,1,96,3,1,42,"CO2015DHS"
"    36101420  3",22,3,3,84329,14,1,95,10542827,"CO7",2015,3610,1420,1,17,1,2,29,"CO2015DHS"
"    36101521  1",22,3,3,104477,14,1,95,8891220,"CO7",2015,3610,1521,1,20,3,2,31,"CO2015DHS"
"    36109050  2",27,3,3,98544,13,1,20,8939069,"CO7",2015,3610,9050,1,18,3,1,46,"CO2015DHS"
"    36110814  5",NA,3,0,105114,11,1,95,3503828,"CO7",2015,3611,814,1,0,7,2,21,"CO2015DHS"
"    36111421  4",NA,3,0,69559,13,1,95,3503828,"CO7",2015,3611,1421,1,0,7,2,21,"CO2015DHS"
"    36111523  2",28,3,3,74457,11,1,95,4060941,"CO7",2015,3611,1523,1,18,7,3,29,"CO2015DHS"
"    36111523  5",19,3,3,74457,11,1,95,3503828,"CO7",2015,3611,1523,1,16,2,2,24,"CO2015DHS"
"    36119031  1",15,3,3,-23264,13,1,23,3599814,"CO7",2015,3611,9031,1,14,1,2,39,"CO2015DHS"
"    36119032  1",33,3,3,97102,13,1,4,3443197,"CO7",2015,3611,9032,1,12,1,2,49,"CO2015DHS"
"    36121014  4",16,3,3,96083,14,1,95,3327811,"CO7",2015,3612,1014,1,15,3,2,22,"CO2015DHS"
"    36121115  1",21,3,3,101801,3,1,30,3270226,"CO7",2015,3612,1115,1,21,7,2,49,"CO2015DHS"
"    36121318  2",18,3,3,78054,4,1,95,3856938,"CO7",2015,3612,1318,1,17,3,2,26,"CO2015DHS"
"    36121419  1",18,3,3,46112,11,1,95,3327811,"CO7",2015,3612,1419,1,15,7,2,22,"CO2015DHS"
"    36121520  2",19,3,3,63473,10,1,95,3327811,"CO7",2015,3612,1520,1,96,7,1,21,"CO2015DHS"
"    36121722  3",18,3,3,54014,7,1,95,3856938,"CO7",2015,3612,1722,1,16,3,1,29,"CO2015DHS"
"    36121825  1",19,3,3,73182,4,1,95,3856938,"CO7",2015,3612,1825,1,18,7,2,29,"CO2015DHS"
"    36130513  1",NA,3,3,128811,13,1,18,1851333,"CO7",2015,3613,513,1,18,1,0,35,"CO2015DHS"
"    36130514  2",NA,3,3,123283,16,1,95,2088484,"CO7",2015,3613,514,1,19,1,2,27,"CO2015DHS"
"    36130515  1",21,3,3,110308,14,1,22,1925122,"CO7",2015,3613,515,1,19,1,3,44,"CO2015DHS"
"    36130516  2",21,3,3,115457,14,1,5,1851333,"CO7",2015,3613,516,1,18,1,4,36,"CO2015DHS"
"    36130621  3",NA,3,3,114580,16,1,95,2088484,"CO7",2015,3613,621,1,19,2,2,28,"CO2015DHS"
"    36150718  4",NA,3,0,130666,12,1,15,12085679,"CO7",2015,3615,718,1,0,0,4,18,"CO2015DHS"
"    36161114  2",17,3,3,37902,6,1,6,1869134,"CO7",2015,3616,1114,1,14,7,3,35,"CO2015DHS"
"    36161114  4",NA,3,0,37902,8,1,6,1538177,"CO7",2015,3616,1114,1,0,0,1,15,"CO2015DHS"
"    36161417  2",15,3,3,25957,3,1,8,2108565,"CO7",2015,3616,1417,1,12,7,3,28,"CO2015DHS"
"    36161417  4",16,3,3,25957,7,1,2,1819295,"CO7",2015,3616,1417,1,14,7,2,20,"CO2015DHS"
"    36161619  2",20,3,3,26745,8,1,95,1819295,"CO7",2015,3616,1619,1,18,3,1,23,"CO2015DHS"
"    36171011  3",24,3,3,97395,11,1,95,1411986,"CO7",2015,3617,1011,1,18,2,2,27,"CO2015DHS"
"    36171314  2",26,3,3,82338,11,1,95,1197197,"CO7",2015,3617,1314,1,20,3,5,48,"CO2015DHS"
"    36171314  4",NA,3,0,82338,9,1,95,1030029,"CO7",2015,3617,1314,1,0,0,0,15,"CO2015DHS"
"    36171415  2",17,3,3,100775,11,1,14,1251652,"CO7",2015,3617,1415,1,13,7,4,36,"CO2015DHS"
"    36171415  3",NA,3,3,100775,9,1,1,1030029,"CO7",2015,3617,1415,1,15,0,2,16,"CO2015DHS"
"    36171516  2",25,3,3,112319,5,1,20,1301540,"CO7",2015,3617,1516,1,22,7,2,42,"CO2015DHS"
"    36171516  3",NA,3,0,112319,11,1,95,1030029,"CO7",2015,3617,1516,1,0,2,2,17,"CO2015DHS"
"    36171517  2",NA,3,0,98621,10,1,95,1030029,"CO7",2015,3617,1517,1,0,7,2,15,"CO2015DHS"
"    36181212  2",23,3,3,109137,8,1,95,776783,"CO7",2015,3618,1212,1,16,7,2,35,"CO2015DHS"
"    36181315  1",26,3,3,70792,11,1,30,807744,"CO7",2015,3618,1315,1,18,9,1,43,"CO2015DHS"
"    36181315  2",NA,3,3,70792,10,1,95,639243,"CO7",2015,3618,1315,1,15,3,2,16,"CO2015DHS"
"    36181416  1",22,3,3,99370,11,1,95,807744,"CO7",2015,3618,1416,1,20,3,3,41,"CO2015DHS"
"    36181517  3",NA,3,3,86758,12,1,95,756071,"CO7",2015,3618,1517,1,19,2,0,24,"CO2015DHS"
"    36181618  2",25,3,3,82053,12,1,26,776783,"CO7",2015,3618,1618,1,20,7,1,38,"CO2015DHS"
"    36181720  3",18,3,3,80179,11,1,95,876287,"CO7",2015,3618,1720,1,17,3,3,27,"CO2015DHS"
"    36181821  2",18,3,3,52032,11,1,20,807744,"CO7",2015,3618,1821,1,17,7,3,43,"CO2015DHS"
"    36181821  3",NA,3,3,52032,12,1,95,639243,"CO7",2015,3618,1821,1,18,9,3,18,"CO2015DHS"
"    36182023  2",17,3,3,58166,11,1,1,739011,"CO7",2015,3618,2023,1,15,7,2,30,"CO2015DHS"
"    36189020  1",15,3,3,45100,11,1,3,876287,"CO7",2015,3618,9020,1,14,3,3,26,"CO2015DHS"
"    36191212  2",15,3,3,117183,11,1,95,7752457,"CO7",2015,3619,1212,1,14,9,2,36,"CO2015DHS"
"    36191212  3",NA,3,3,117183,14,1,95,7545744,"CO7",2015,3619,1212,1,18,1,0,20,"CO2015DHS"
"    36191213  2",27,3,3,97723,11,1,95,7375479,"CO7",2015,3619,1213,1,19,9,2,33,"CO2015DHS"
"    36191314  2",17,3,3,73182,9,1,40,8061449,"CO7",2015,3619,1314,1,15,7,3,40,"CO2015DHS"
"    36191314  3",NA,3,3,73182,7,1,16,6379773,"CO7",2015,3619,1314,1,14,0,2,16,"CO2015DHS"
"    36191416  2",24,3,3,111952,3,1,95,8061449,"CO7",2015,3619,1416,1,96,3,1,43,"CO2015DHS"
"    36191416  4",NA,3,0,111952,8,1,15,6379773,"CO7",2015,3619,1416,1,0,3,1,15,"CO2015DHS"
"    36191517  1",31,3,3,35702,11,1,32,7375479,"CO7",2015,3619,1517,1,17,3,2,32,"CO2015DHS"
"    36191719  2",24,3,3,102546,14,1,10,7375479,"CO7",2015,3619,1719,1,17,3,2,34,"CO2015DHS"
"    36191820  2",23,3,3,106342,11,1,10,7375479,"CO7",2015,3619,1820,1,13,3,1,31,"CO2015DHS"
"    36191921  2",21,3,3,44038,11,1,95,7752457,"CO7",2015,3619,1921,1,14,9,3,39,"CO2015DHS"
"    36191921  3",NA,3,0,44038,11,1,95,6379773,"CO7",2015,3619,1921,1,0,0,2,17,"CO2015DHS"
"    36192022  2",NA,3,2,56290,11,1,15,7545744,"CO7",2015,3619,2022,1,15,9,2,24,"CO2015DHS"
"    36192022  3",18,3,3,56290,4,1,30,8061449,"CO7",2015,3619,2022,1,16,9,3,44,"CO2015DHS"
"    36199030  2",NA,3,0,113322,11,1,32,7415171,"CO7",2015,3619,9030,1,17,3,1,46,"CO2015DHS"
"    36200614  2",30,3,3,101223,11,1,95,2189557,"CO7",2015,3620,614,1,19,3,1,35,"CO2015DHS"
"    36200709  2",21,3,3,104262,16,1,31,2083086,"CO7",2015,3620,709,1,12,1,2,33,"CO2015DHS"
"    36200712  4",NA,3,3,79486,13,1,3,2131174,"CO7",2015,3620,712,1,18,7,1,20,"CO2015DHS"
"    36200817  2",29,3,3,84298,11,1,95,2083086,"CO7",2015,3620,817,1,16,3,0,31,"CO2015DHS"
"    36200918  3",NA,3,3,116933,12,1,95,2083086,"CO7",2015,3620,918,1,15,3,2,32,"CO2015DHS"
"    36210912  2",24,3,3,70353,14,1,1,4137139,"CO7",2015,3621,912,1,17,2,2,32,"CO2015DHS"
"    36221015  2",30,3,3,109858,17,1,20,1625823,"CO7",2015,3622,1015,1,18,3,2,31,"CO2015DHS"
"    36221420  2",19,3,3,129635,11,1,95,1708923,"CO7",2015,3622,1420,1,17,3,2,35,"CO2015DHS"
"    36221420  3",NA,3,0,129635,9,1,95,1406334,"CO7",2015,3622,1420,1,15,0,2,16,"CO2015DHS"
"    36221623  2",20,3,3,113462,11,1,20,1708923,"CO7",2015,3622,1623,1,17,3,1,38,"CO2015DHS"
"    36229021  1",21,3,3,93562,13,1,95,1927831,"CO7",2015,3622,9021,1,17,3,2,26,"CO2015DHS"
"    36231313  2",24,3,3,74838,13,1,42,1605384,"CO7",2015,3623,1313,1,21,3,2,47,"CO2015DHS"
"    36231717  1",39,3,3,71019,11,1,95,1745303,"CO7",2015,3623,1717,1,27,3,3,44,"CO2015DHS"
"    36231920  1",27,3,3,83440,13,1,30,1745303,"CO7",2015,3623,1920,1,19,7,1,41,"CO2015DHS"
"    36231920  2",NA,3,0,83440,8,1,95,1663655,"CO7",2015,3623,1920,1,0,0,0,14,"CO2015DHS"
"    36232021  1",22,3,3,109293,11,1,95,1893406,"CO7",2015,3623,2021,1,15,3,2,27,"CO2015DHS"
"    36232223  2",21,3,3,72168,11,1,1,1633653,"CO7",2015,3623,2223,1,18,7,2,23,"CO2015DHS"
"    36232223  5",18,3,3,72168,7,1,0,1605384,"CO7",2015,3623,2223,1,17,7,3,45,"CO2015DHS"
"    36241119  2",19,3,3,111446,6,1,18,1794962,"CO7",2015,3624,1119,1,16,3,4,36,"CO2015DHS"
"    36241119  4",NA,3,0,111446,8,1,95,1779186,"CO7",2015,3624,1119,1,0,0,3,14,"CO2015DHS"
"    36241120  2",15,3,3,94688,11,1,95,1794962,"CO7",2015,3624,1120,1,14,3,2,35,"CO2015DHS"
"    36241121  2",26,3,3,59567,8,1,36,1716869,"CO7",2015,3624,1121,1,18,3,2,48,"CO2015DHS"
"    36241121  4",NA,3,0,59567,10,1,16,1477139,"CO7",2015,3624,1121,1,0,3,3,16,"CO2015DHS"
"    36241323  1",NA,3,0,61588,11,1,95,1716869,"CO7",2015,3624,1323,1,0,7,3,49,"CO2015DHS"
"    36251119  2",31,3,3,81209,11,1,95,1305427,"CO7",2015,3625,1119,1,17,7,2,38,"CO2015DHS"
"    36251524  4",22,3,3,87460,14,1,3,1270619,"CO7",2015,3625,1524,1,17,3,2,24,"CO2015DHS"
"    36251625  1",NA,3,3,94333,11,1,95,1248632,"CO7",2015,3625,1625,1,18,7,2,46,"CO2015DHS"
"    36251626  2",31,3,3,113000,11,1,95,1357458,"CO7",2015,3625,1626,1,18,3,2,44,"CO2015DHS"
"    36261014  4",NA,3,3,87813,11,1,0,753393,"CO7",2015,3626,1014,1,0,3,2,19,"CO2015DHS"
"    36261115  3",NA,3,3,49458,8,1,10,753393,"CO7",2015,3626,1115,1,14,0,3,18,"CO2015DHS"
"    36261115  5",16,3,3,49458,0,1,13,870977,"CO7",2015,3626,1115,1,13,7,3,34,"CO2015DHS"
"    36261116  1",18,3,3,73460,8,1,8,891083,"CO7",2015,3626,1116,1,12,7,0,24,"CO2015DHS"
"    36261318  2",34,3,3,63142,12,1,95,915494,"CO7",2015,3626,1318,1,18,8,0,37,"CO2015DHS"
"    36261522  2",21,3,3,87465,12,1,14,870977,"CO7",2015,3626,1522,1,15,8,2,31,"CO2015DHS"
"    36261826  5",33,3,3,61172,16,1,95,870977,"CO7",2015,3626,1826,1,19,2,2,33,"CO2015DHS"
"    36269022  2",20,3,3,101541,11,1,17,915494,"CO7",2015,3626,9022,1,18,8,3,37,"CO2015DHS"
"    36269022  3",NA,3,0,101541,11,1,16,753393,"CO7",2015,3626,9022,1,0,0,2,17,"CO2015DHS"
"    36269022  4",NA,3,0,101541,8,1,95,907448,"CO7",2015,3626,9022,1,0,8,2,14,"CO2015DHS"
"    36269030  2",18,3,3,6670,4,1,8,870977,"CO7",2015,3626,9030,1,15,7,7,32,"CO2015DHS"
"    36269030  3",NA,3,0,6670,4,1,4,907448,"CO7",2015,3626,9030,1,0,0,2,13,"CO2015DHS"
"    36270815  2",20,3,3,113443,13,1,19,2862126,"CO7",2015,3627,815,1,17,3,0,34,"CO2015DHS"
"    36271119  7",15,3,3,70306,7,1,16,2475733,"CO7",2015,3627,1119,1,15,3,3,16,"CO2015DHS"
"    36271220  1",20,3,3,132594,5,1,44,3128323,"CO7",2015,3627,1220,1,17,8,3,44,"CO2015DHS"
"    36271525  3",NA,3,3,113802,12,1,95,2928199,"CO7",2015,3627,1525,1,18,0,2,21,"CO2015DHS"
"    36271526  3",NA,3,0,109293,15,1,11,2862126,"CO7",2015,3627,1526,1,25,3,2,30,"CO2015DHS"
"    36279061  2",21,3,3,81279,11,1,0,3128323,"CO7",2015,3627,9061,1,15,2,3,43,"CO2015DHS"
"    36279061  3",17,3,3,81279,11,1,0,2928199,"CO7",2015,3627,9061,1,16,7,3,20,"CO2015DHS"
"    36280912  2",21,3,0,24499,0,1,25,1204038,"CO7",2015,3628,912,1,19,3,4,49,"CO2015DHS"
"    36280912  3",NA,3,3,24499,11,1,95,1035915,"CO7",2015,3628,912,1,0,3,7,18,"CO2015DHS"
"    36280912  4",NA,3,0,24499,6,1,95,1247741,"CO7",2015,3628,912,1,0,3,1,13,"CO2015DHS"
"    36280914  1",16,3,3,7145,8,1,16,1197593,"CO7",2015,3628,914,1,15,3,5,30,"CO2015DHS"
"    36280914  2",NA,3,0,7145,7,1,95,1247741,"CO7",2015,3628,914,1,0,7,1,14,"CO2015DHS"
"    36280916  2",16,3,3,35947,5,1,39,1204038,"CO7",2015,3628,916,1,15,3,2,48,"CO2015DHS"
"    36281118  1",25,3,3,76480,5,1,95,1308977,"CO7",2015,3628,1118,1,20,3,3,44,"CO2015DHS"
"    36281118  3",NA,3,3,76480,12,1,18,1035915,"CO7",2015,3628,1118,1,16,3,3,18,"CO2015DHS"
"    36290813  1",15,3,3,93416,5,1,95,897061,"CO7",2015,3629,813,1,15,3,2,41,"CO2015DHS"
"    36290914  2",16,3,3,90790,11,1,20,973184,"CO7",2015,3629,914,1,15,3,3,29,"CO2015DHS"
"    36291017  2",20,3,3,73577,10,1,95,862677,"CO7",2015,3629,1017,1,18,3,2,39,"CO2015DHS"
"    36291017  4",NA,3,0,73577,8,1,95,855095,"CO7",2015,3629,1017,1,0,7,0,14,"CO2015DHS"
"    36291018  2",23,3,3,114681,11,1,95,825145,"CO7",2015,3629,1018,1,22,7,3,49,"CO2015DHS"
"    36291119  2",20,3,3,64651,9,1,95,825145,"CO7",2015,3629,1119,1,15,3,3,45,"CO2015DHS"
"    36291220  2",20,3,3,71185,10,1,95,839675,"CO7",2015,3629,1220,1,16,3,2,24,"CO2015DHS"
"    36291221  2",16,3,3,68800,5,1,14,862677,"CO7",2015,3629,1221,1,15,3,2,37,"CO2015DHS"
"    36291221  3",NA,3,3,68800,9,1,10,839675,"CO7",2015,3629,1221,1,18,7,2,20,"CO2015DHS"
"    36291221  4",NA,3,3,68800,9,1,9,709928,"CO7",2015,3629,1221,1,16,0,2,18,"CO2015DHS"
"    36291221  5",NA,3,0,68800,8,1,10,709928,"CO7",2015,3629,1221,1,0,0,2,16,"CO2015DHS"
"    36291424  2",17,3,3,71955,6,1,95,839675,"CO7",2015,3629,1424,1,12,0,2,24,"CO2015DHS"
"    36291425  2",20,3,3,62162,11,1,95,973184,"CO7",2015,3629,1425,1,14,3,3,27,"CO2015DHS"
"    36301115  2",19,3,3,88628,11,1,95,1314330,"CO7",2015,3630,1115,1,14,7,4,42,"CO2015DHS"
"    36301115  3",NA,3,3,88628,16,1,95,1230250,"CO7",2015,3630,1115,1,15,2,2,22,"CO2015DHS"
"    36301318  1",18,3,3,61936,11,1,0,1425861,"CO7",2015,3630,1318,1,16,7,2,27,"CO2015DHS"
"    36301520  1",19,3,3,113017,11,1,20,1314330,"CO7",2015,3630,1520,1,16,3,5,44,"CO2015DHS"
"    36301520  2",NA,3,0,113017,8,1,95,1252844,"CO7",2015,3630,1520,1,0,0,2,13,"CO2015DHS"
"    36301622  1",20,3,3,41014,5,1,4,1208962,"CO7",2015,3630,1622,1,18,7,2,49,"CO2015DHS"
"    36301622  2",NA,3,3,41014,7,1,4,1040152,"CO7",2015,3630,1622,1,15,0,2,15,"CO2015DHS"
"    36301723  1",31,3,3,112926,11,1,30,1208962,"CO7",2015,3630,1723,1,24,7,2,48,"CO2015DHS"
"    36301723  2",NA,3,0,112926,9,1,95,1040152,"CO7",2015,3630,1723,1,0,3,1,16,"CO2015DHS"
"    36303117  2",21,3,3,112990,7,1,95,1208962,"CO7",2015,3630,3117,1,18,3,2,49,"CO2015DHS"
"    36303117  4",NA,3,0,112990,7,1,95,1252844,"CO7",2015,3630,3117,1,0,3,1,13,"CO2015DHS"
"    36309010  2",15,3,3,30369,11,1,4,1230250,"CO7",2015,3630,9010,1,14,7,1,20,"CO2015DHS"
"    36309013  2",28,3,3,92413,11,1,18,1202490,"CO7",2015,3630,9013,1,15,7,2,33,"CO2015DHS"
"    36309021  2",23,3,3,73928,11,1,8,1202490,"CO7",2015,3630,9021,1,21,9,1,31,"CO2015DHS"
"    36309021  5",NA,3,0,73928,11,1,2,1230250,"CO7",2015,3630,9021,1,0,8,2,21,"CO2015DHS"
"    36309060  1",16,3,3,81235,11,1,2,1425861,"CO7",2015,3630,9060,1,14,3,3,28,"CO2015DHS"
"    36309060  6",NA,3,3,81235,9,1,5,1425861,"CO7",2015,3630,9060,1,15,0,3,26,"CO2015DHS"
"    36311115  2",20,3,3,103921,11,1,95,948397,"CO7",2015,3631,1115,1,16,3,2,31,"CO2015DHS"
